Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Death Touch (104)	standard	death_touch_standard	State	2	{chi}		0	0	0	Play on any character.  Any character in combat with subject character is smoked.  Does not affect characters with {mag} or {tek} in their resource conditions.			Bryon Wackwitz	State	Chi	Rare	N	 death touch 
Dim Mak (105)	standard	dim_mak_standard	State	1	{chi}		0	0	0	Play on any character.  Subject character gains +1 Fighting.  Damage inflicted by subject character is not reduced by Toughness.			April Lee	State	Chi	Uncommon	N	 dim mak 
Drunken Stance (106)	flashpoint	drunken_stance_fp	State	1	{chi}{chi}		0	0	0	Any intercepting character with a Fighting score of 2 or less that is about to enter combat with subject character returns to its owner's hand.	Few have the discipline to master complete dissolution.		Douglas Shuler	State	Chi	Common	N	 drunken stance 
Flying Windmill Kick (107)	flashpoint	flying_windmill_kick_fp	State	2	{chi}		0	0	0	Whenever subject character inflicts damage in combat, flip a coin twice.  For each result of heads, double the damage the character inflicts.	"Ki" ---  thwackthwackthwack --- "YAH!!"		Douglas Shuler	State	Chi	Common	N	 flying windmill kick 
Fortuitous Chi (108)	flashpoint	fortuitous_chi_fp	State	2	{chi}{chi}{chi}		0	0	0	Play on a character you control. Subject character and all characters you control sharing a designator with it may not be damaged or removed from play by Events played by opponents, nor can these characters turn to attack characters.			Drew Tucker	State	Chi	Common	N	 fortuitou fortuitous chi 
Fortune of the Turtle (109)	standard	fortune_of_the_turtle_standard	State	1	{chi}		0	0	0	Play on any character.  Subject character is not affected by Event cards played by your opponents.	The turtle symbolizes protection, caution, and forethought.		Heather Bruton	State	Chi	Uncommon	N	 fortune turtle 
The Fox Outfoxed (110)	netherworld	the_fox_outfoxed_nw	State	2	{chi}		0	0	0	All Power subject card generates or creates goes into your pool.  May not be played on a feng shui site.	You taste prosperity.  Your foe tastes air.		Diana Vick	State	Chi	Uncommon	N	 fox outfoxed the 
Hands Without Shadow (111)	standard	hands_without_shadow_standard	State	0	{chi}		0	0	0	Play on any character.  In combat, subject character may inflict enough damage to reduce its opponent's Fighting score to 1 instead of inflicting its regular damage.			Edward Beard, Jr.	State	Chi	Common	N	 hand hands without shadow 
Rain of Fury (112)	flashpoint	rain_of_fury_fp	State	0	{chi}		0	0	0	Subject character gains +1 Fighting whenever an opponent plays an Event during your turn. Bonus is lost if subject character or Rain of Fury leaves play.			Heather Hudson	State	Chi	Uncommon	N	 rain fury 
Shadowfist (113)	standard	shadowfist_standard	State	3	{chi}{chi}{chi}{chi}		0	0	0	Play on any character.  All damage inflicted on subject character by characters in combat is reduced to 0.			Edward Beard, Jr.	State	Chi	Rare	N	 shadowfist 
Ultimate Mastery (114)	standard	ultimate_mastery_standard	State	1	{chi}		0	0	0	Play on any character.  For  the duration of the attack, subject character gains the special abilities of each character it is in combat with until combat with that character is resolved.			April Lee	State	Chi	Rare	N	 ultimate mastery 
Whirlwind Strike (115)	standard	whirlwind_strike_standard	State	1	{chi}		0	0	0	Play on any character.  If subject character smokes a character it is intercepting, it may intercept another attacking character once combat is over.			Mike Raabe	State	Chi	Common	N	 whirlwind strike 
RedGlare Chapel (116)	netherworld	redglare_chapel_nw	Netherworld Site	2	{tek}		0	1	6	Unique.  Turn to unturn Reverend RedGlare or turn to inflict 1 point of damage on every other turned site in play.	Thanks to its onboard computers, the Reverend's deadly chapel is smarter than he is.		Anson Maddocks	Site	High Tech	Rare	N	 red glare chapel netherworld 
Secret Laboratory (117)	standard	secret_laboratory_standard	Site	2		{tek}{tek}	0	1	5		Access to the latest fruits of the miltary industrial complex is essential to the serious secret warrior.		Mike Trapp	Site	High Tech	Common	N	 secret laboratory 
CAT Tactics (118)	flashpoint	cat_tactics_fp	Edge	0	{tek}{tek}		0	0	0	If an opponent ends his or her turn without declaring an attack, put a counter on CAT Tactics. Remove X counters to give target character +X Fighting until the end of the turn.  Remove all such counters from CAT Tactics at the end of your turn.			Kaja Foglio	Edge	High Tech	Uncommon	N	 cat tactic tactics 
Doomsday Device (119)	flashpoint	doomsday_device_fp	Edge	2	{tek}{tek}{tek}		0	0	0	Unique. Gain 1 Power whenever an opponent declares interception against an attack you declare.  If Doomsday Device leaves play, toast a card in your burned-for-victory pile.			Douglas Chaffee	Edge	High Tech	Uncommon	N	 doomsday device 
Smart Missile (120)	flashpoint	smart_missile_fp	Edge	1	{tek}		0	0	0	Comes into play turned. Turn and sacrifice to inflict 6 points of damage on target turned site, or on target character that is the subject of a vehicle State.			Edward Beard, Jr.	Edge	High Tech	Common	N	 smart missile 
Supercomputer (121)	flashpoint	supercomputer_fp	Edge	2	{tek}{tek}		0	0	0	Unique. When you draw cards during your establishing shot, you may choose to draw 3 cards instead of the number of cards you would ordinarily draw.		Ruling: Allows you to draw 3 cards during your establishing shot, even if your hand is at or above its normal limit.	Drew Tucker	Edge	High Tech	Uncommon	N	 super computer 
Tank Warfare (122)	flashpoint	tank_warfare_fp	Edge	1	{tek}		0	0	0	You may play Tank States from your smoked pile at -1 cost.  Tank characters or characters that are the subject of Tank States may not turn to attack sites if two or more players control such characters.			Douglas Chaffee	Edge	High Tech	Uncommon	N	 tank warfare 
Orbital Laser Strike (123)	standard	orbital_laser_strike_standard	Event	1	{tek}		0	0	0	Target site takes damage equal to the number of {tek} resources in your pool.	It was sold to the public as a purely defensive technology.		John T. Snyder	Event	High Tech	Common	N	 orbital laser strike 
Salvage (124)	standard	salvage_standard	Event	1	{tek}		0	0	0	Return any {tek} card in your smoked pile to your hand.	Waste not, want not.		Heather Bruton	Event	High Tech	Uncommon	N	 salvage 
Satellite Intelligence (125)	flashpoint	satellite_intelligence_fp	Event	1	{tek}		0	0	0	Target site switches positions with another target site its controller controls. This may change which site is targeted by an attack.			Ron Rousselle	Event	High Tech	Uncommon	N	 satellite intelligence 
Satellite Surveillance (126)	standard	satellite_surveillance_standard	Event	0	{tek}		0	0	0	You may reveal a number of sites up to the number of {tek} resouces in your pool.	"The J19 can read a newspaper from orbit. Locating your hideout is kid stuff."		Mike Kimble	Event	High Tech	Uncommon	N	 satellite surveillance 
Combat Aircar (127)	standard	combat_aircar_standard	State	4	{tek}{tek}		0	0	0	Vehicle.  User gains Mobility, Tactics, and +4 Fighting.	Their phased grav stabilizers give them the maneuverability needed for surgical operations.		Mike Trapp	State	High Tech	Uncommon	N	 combat aircar 
Desire Manipulator (128)	netherworld	desire_manipulator_nw	State	0	{tek}		0	0	0	Play on a character.  If subject character is controlled by an opponent and has not turned to attack at the end of its controller's turn, you gain 1 Power.	It implants new loyalties on the subconscious level.		John T. Snyder	State	High Tech	Common	N	 desire manipulator 
Disintegrator Ray (129)	standard	disintegrator_ray_standard	State	1	{tek}{tek}		0	0	0	Weapon.  Subject character gains +1 Fighting.  If subject character inflicts enough damage to smoke a character, subject character toasts that character instead.			Quinton Hoover	State	High Tech	Uncommon	N	 disintegrator ray 
Floating Fortress (130)	standard	floating_fortress_standard	State	6	{tek}{tek}{tek}{tek}		0	0	0	Vehicle.  Subject character gains Mobility and +8 Fighting.	It took a dozen Floating Fortresses less than an hour to level all of Acapulco.		Ron Rousselle	State	High Tech	Rare	N	 floating fortres fortress 
Fusion Rifle (131)	standard	fusion_rifle_standard	State	1	{tek}		0	0	0	Weapon.  Turn Fusion Rifle to inflict 2 points of damage on any target at subject's location.	They still haven't got any fusion power plants on-line, but the armament spin-offs are kicking.		Brian Snoddy	State	High Tech	Uncommon	N	 fusion rifle 
Fusion Tank (132)	standard	fusion_tank_standard	State	4	{tek}		0	0	0	Vehicle.  Subject character gains Mobility and +4 Fighting.	"I survived the Dallas Uprising. I'll never forget the sight of the fusion tanks rolling down Commerce Street."		Mike Trapp	State	High Tech	Uncommon	N	 fusion tank 
Havoc Suit (133)	standard	havoc_suit_standard	State	2	{tek}		0	0	0	Weapon.  Add half the number of {tek} resources in your pool, rounded down, to subject character's Fighting score.		This may be corrected in a future edition to say HAVOC Suit (in caps). It will still count as the same card.	Brian Snoddy	State	High Tech	Common	N	 havoc suit 
Hover Tank (134)	flashpoint	hover_tank_fp	State	3	{tek}{tek}		0	0	0	Vehicle. Subject character gains +3 Fighting, Mobility, and Tactics. When subject character turns to attack, you may choose one character in play to be unable to intercept subject character.			Brian Snoddy	State	High Tech	Common	N	 hover tank 
IKTV Rebroadcast Link (135)	netherworld	iktv_rebroadcast_link_nw	Netherworld State	2	{tek}		0	0	0	Turn IKTV Rebroadcast Link and flip a coin.  Heads: subject site unturns. Tails: each opponent gains 1 power.	IKTV News: Always dramatic! Sometimes reliable.		Rob Alexander	State	High Tech	Common	N	 iktv rebroadcast link netherworld 
MegaTank (136)	flashpoint	megatank_fp	State	5	{tek}{tek}{tek}		0	0	0	Vehicle. Subject character gains +7 Fighting and Toughness: 2.  Subject character cannot be damaged or removed from play by {arc} Events.	The only commuter vehicle you can drive on both sidewalks.		Jeff Menges	State	High Tech	Uncommon	N	 mega tank 
Robot Arm (137)	standard	robot_arm_standard	State	2	{tek}		0	0	0	Play on any character.  Subject character gains +2 Fighting and Toughness: 1 against damage inflicted by characters.			Brian Snoddy	State	High Tech	Uncommon	N	 robot arm 
Alchemist's Lair (138)	flashpoint	alchemists_lair_fp	Site	2		{mag}{mag}	0	1	5		"You were right, old man. The power of immortality is what I sought --- and the misery of duality is what I found."		Margaret Organ-Kean	Site	Magic	Common	N	 alchemist alchemists lair 
Illusory Bridge (139)	standard	illusory_bridge_standard	Site	0	{mag}		0	0	3	May be placed in any legal position on an opponent's side.	Many have died defending it, yet it does not truly exist.	Clarification: This card becomes controlled by the opponent who gets it.	Mike Raabe	Site	Magic	Common	N	 illusory bridge 
The Hungry (140)	standard	the_hungry_standard	Edge	1	{mag}{mag}		0	0	0	Gain 3 Power whenever you burn a site for victory.  All your characters and sites suffer 2 points of damage if The Hungry leaves play.			Bryon Wackwitz	Edge	Magic	Uncommon	N	 hungry the 
I Ching (141)	standard	i_ching_standard	Edge	1	{mag}		0	0	0	Turn to look at the top three cards of any one player's deck and arrange them in whatever order you wish.			Ken Meyer Jr.	Edge	Magic	Rare	N	 i ching 
Soul Maze (142)	standard	soul_maze_standard	Edge	1	{mag}{mag}		0	0	0	Turn to cause two characters in combat to swap, for the duration of the combat, their special abilities and the special abilities of any cards played on them.			Bryon Wackwitz	Edge	Magic	Rare	N	 soul maze 
Spirit Frenzy (143)	standard	spirit_frenzy_standard	Edge	2	{mag}{mag}		0	0	0	You may turn a {mag} character to do 1 point of damage to a character that has just been damaged.			Mike Raabe	Edge	Magic	Rare	N	 spirit frenzy 
Curtain of Fullness (144)	standard	curtain_of_fullness_standard	Event	0	{mag}{mag}		0	0	0	Target player must discard 3 cards at random from his or her hand.	The stars hold a thousand might-have-beens, none to be beheld by mortal eyes.		Nicola Leonard	Event	Magic	Uncommon	N	 curtain fullnes fullness 
Discerning Fire (145)	netherworld	discerning_fire_nw	Event	100	{mag}{mag}		0	0	0	Smoke X target cards that share a designator other than "Netherworld."  X must be greater than one.  Power-generating sites are not legal targets.			Brian Snoddy	Event	Magic	Very Common	N	 discerning fire 
Killing Rain (146)	standard	killing_rain_standard	Event	1	{mag}		0	0	0	All sites in play take 2 points of damage.	Corruption of the heavens; Corruption of the lake; Misfortune.		Edward Beard, Jr.	Event	Magic	Common	N	 killing rain 
Larcenous Mist (147)	standard	larcenous_mist_standard	Event	0	{mag}{mag}		0	0	0	Any special abilities possessed by target character and any States on target character have no effect for the duration of this turn.  Treat the character card and any State cards on it as if their card text were blank.			NéNé Thomas	Event	Magic	Uncommon	N	 larcenou larcenous mist 
